benchmark;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem;solver;status;bound;real;time;mem
VexRiscv-regch0-15-p0;abc;uns;-1;28.99;328.52;3724.0;abc17;uns;-1;28.92;332.32;3754.0;avr;uns;-1;14.76;217.41;3076.0;avy;time;-1;3600.11;35991.59;5340.0;btormc;uns;-1;11.74;11.69;102.0;camical;unk;-1;69.49;69.39;9321.0;cosa2;uns;-1;20.57;82.30;453.0;nuxmv;time;-1;3600.09;14398.52;16828.0;pdtrav;uns;-1;88.92;444.43;2609.0;pono;uns;-1;13.99;69.43;534.0
VexRiscv-regch0-20-p0;abc;uns;-1;807.70;8334.71;31293.0;abc17;uns;-1;857.31;8830.77;31820.0;avr;uns;-1;92.92;1469.30;5570.0;avy;time;-1;3600.10;35992.53;13589.0;btormc;uns;-1;178.23;178.19;177.0;camical;unk;-1;90.12;90.10;9533.0;cosa2;uns;-1;91.86;369.51;746.0;nuxmv;time;-1;3600.10;14398.62;17740.0;pdtrav;uns;-1;158.96;817.48;2676.0;pono;uns;-1;276.09;1387.76;1703.0
VexRiscv-regch0-30-p1;abc;time;-1;3600.11;35842.10;110681.0;abc17;time;-1;3600.10;35840.49;107616.0;avr;uns;-1;918.55;14695.08;13917.0;avy;time;-1;3600.10;35903.45;37170.0;btormc;uns;-1;1063.67;1063.60;735.0;camical;unk;-1;254.53;254.49;8115.0;cosa2;uns;-1;2241.49;7579.59;2422.0;nuxmv;time;-1;3600.10;14398.10;17791.0;pdtrav;uns;-1;900.26;5114.43;5739.0;pono;uns;-1;2996.38;12921.97;4069.0
anderson.3.prop1-back-serstep;abc;sat;3;0.84;0.56;446.0;abc17;sat;3;0.69;0.30;49.0;avr;sat;-1;0.42;1.72;718.0;avy;sat;4;0.28;0.23;70.0;btormc;sat;-1;0.10;0.00;0.0;camical;sat;3;0.03;0.00;0.0;cosa2;sat;-1;0.11;0.05;0.0;nmtip;sat;3;0.05;0.00;0.0;nuxmv;sat;-1;0.75;1.44;284.0;pdtrav;sat;3;3.13;4.54;1753.0;pono;sat;-1;0.14;0.08;83.0
arbitrated_top_n2_w128_d32_e0;abc;time;-1;3600.11;44487.09;4867.0;abc17;time;-1;3600.10;44492.40;4924.0;avr;sat;-1;700.57;10275.48;10551.0;avy;time;-1;3600.10;35971.05;14825.0;btormc;sat;-1;1647.79;1647.68;1199.0;camical;time;-1;3600.09;3599.72;918.0;cosa2;sat;-1;624.70;2515.33;2687.0;nuxmv;sat;-1;591.76;2364.60;1837.0;pdtrav;time;-1;3600.10;16790.36;10345.0;pono;sat;-1;847.19;4260.25;4671.0
arbitrated_top_n2_w128_d64_e0;abc;time;-1;3600.10;44632.89;8158.0;abc17;time;-1;3600.10;44637.72;7766.0;avr;unk;-1;3576.43;35081.24;21900.0;avy;time;-1;3600.11;35951.03;22169.0;btormc;time;-1;3600.09;3599.97;3473.0;camical;time;-1;3600.10;3599.98;1436.0;cosa2;time;-1;3600.10;14497.32;10552.0;nuxmv;time;-1;3600.10;14396.80;3748.0;pdtrav;time;-1;3600.09;3600.10;401.0;pono;time;-1;3600.10;18105.72;10513.0
arbitrated_top_n2_w64_d64_e0;abc;time;-1;3600.10;44432.13;3416.0;abc17;time;-1;3600.10;44435.05;3403.0;avr;unk;-1;3572.72;34769.29;21050.0;avy;time;-1;3600.12;35982.59;14292.0;btormc;time;-1;3600.09;3600.02;2829.0;camical;time;-1;3600.10;3600.03;950.0;cosa2;time;-1;3600.10;14497.81;6984.0;nuxmv;time;-1;3600.10;14397.84;2424.0;pdtrav;time;-1;3600.10;17021.27;14831.0;pono;time;-1;3600.10;18104.50;8409.0
arbitrated_top_n2_w8_d128_e0;abc;time;-1;3600.10;44224.29;4501.0;abc17;time;-1;3600.10;44225.73;4546.0;avr;unk;-1;3574.39;34654.80;16635.0;avy;time;-1;3600.10;35997.29;9354.0;btormc;time;-1;3600.10;3599.98;726.0;camical;time;-1;3600.09;3600.00;432.0;cosa2;time;-1;3600.10;14497.56;4490.0;nuxmv;time;-1;3600.10;14397.21;1928.0;pdtrav;time;-1;3600.10;20788.69;7200.0;pono;time;-1;3600.10;18102.88;3835.0
arbitrated_top_n2_w8_d16_e0;abc;sat;18;14.39;174.78;824.0;abc17;sat;18;14.51;177.40;833.0;avr;sat;-1;8.88;123.55;1377.0;avy;sat;18;28.60;283.50;965.0;btormc;sat;-1;13.19;13.10;35.0;camical;sat;18;14.65;14.60;32.0;cosa2;sat;-1;9.44;37.62;139.0;nmtip;uns;-1;11.22;11.19;35.0;nuxmv;sat;-1;8.11;30.92;311.0;pdtrav;unk;-1;4.58;13.70;993.0;pono;sat;-1;7.57;37.26;205.0
arbitrated_top_n2_w8_d32_e0;abc;sat;34;123.60;1590.18;1545.0;abc17;sat;34;129.59;1669.73;1609.0;avr;sat;-1;603.15;8254.36;8751.0;avy;sat;34;890.19;8898.30;4298.0;btormc;sat;-1;801.21;801.08;182.0;camical;sat;34;1027.23;1027.22;233.0;cosa2;sat;-1;590.80;2378.56;1318.0;nmtip;uns;-1;16.75;16.69;46.0;nuxmv;sat;-1;517.43;2068.05;649.0;pdtrav;unk;-1;21.83;96.27;1229.0;pono;sat;-1;607.54;3054.93;1781.0
